id,auto_doc_no,order_no,order_date,customer_name,product_name,weight_label,sale_qty,total_weight_grams,sales_key,inventory_issue_code,inventory_code,inventory_name,issue_factor,issue_qty,inventory_unit,suggested_lot_code,suggested_exp_date,suggested_lot_qty_before,suggested_lot_cumulative_auto,consumed_lot_code,consumed_lot_barcode,lot_qty_before,lot_qty_after,fefo_check,status,source_row
3340f9df-eebf-5986-a057-160d31bec6ec,AUTO-0083,DH0017,2026-03-23,Chị Oanh (Q11),Cốt lết mè rang,200g,1,200,Cốt lết mè rang | 200g,TP005,TP005,Cốt lết mè rang,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,85
65eb326d-c39d-5ec8-a942-2cbd81737190,AUTO-0084,DH0017,2026-03-23,Chị Oanh (Q11),Cốt lết gừng tỏi,200g,1,200,Cốt lết gừng tỏi | 200g,TP006,TP006,Cốt lết gừng tỏi,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,86
fe7335d1-faec-53f7-a4fe-ee3d507fc0e5,AUTO-0085,DH0017,2026-03-23,Chị Oanh (Q11),Nạ̣c heo tây bắc,200g,1,200,Nạ̣c heo tây bắc | 200g,TP015,TP015,Nạ̣c heo tây bắc,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,87
b7dbbf45-0272-57c4-a3c0-04dc822b9685,AUTO-0086,DH0017,2026-03-23,Chị Oanh (Q11),Nạc heo sả nghệ,200g,1,200,Nạc heo sả nghệ | 200g,TP007,TP007,Nạc heo sả nghệ,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,88
6fddfb86-4b74-55e6-9f05-5fd8686eaf0e,AUTO-0087,DH0017,2026-03-23,Chị Oanh (Q11),Thăn bò tây bắc,200g,1,200,Thăn bò tây bắc | 200g,TP016,TP016,Thăn bò tây bắc,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,89
b5d85ce9-a444-50a3-965b-73c78122ca8d,AUTO-0088,DH0017,2026-03-23,Chị Oanh (Q11),Thăn bò̀ cajun,200g,1,200,Thăn bò̀ cajun | 200g,TP010,TP010,Thăn bò̀ cajun,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,90
475f3010-9506-51fd-a265-27072cebfcff,AUTO-0089,DH0017,2026-03-23,Chị Oanh (Q11),Tôm gừng tỏi,200g,1,200,Tôm gừng tỏi | 200g,TP011,TP011,Tôm gừng tỏi,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,91
b54ca885-eac2-514d-8a47-24374e1434c2,AUTO-0090,DH0017,2026-03-23,Chị Oanh (Q11),Tôm cajun,200g,1,200,Tôm cajun | 200g,TP012,TP012,Tôm cajun,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,92
704d0066-083c-54b6-8f43-b1bd426d51e5,AUTO-0091,DH0018,2026-03-24,Chú Dụng ,Ức gà cajun,150g,1,150,Ức gà cajun | 150g,TP001,TP001,Ức gà cajun,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,93
e36d2cc6-4165-5e0d-b908-772892a7ec08,AUTO-0092,DH0018,2026-03-24,Chú Dụng ,Ức gà cajun,100g,1,100,Ức gà cajun | 100g,TP001,TP001,Ức gà cajun,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,94
01858a73-62ed-5704-b5cc-85de6b0264a7,AUTO-0093,DH0018,2026-03-24,Chú Dụng ,Ức gà ngũ vị,150g,1,150,Ức gà ngũ vị | 150g,TP002,TP002,Ức gà ngũ vị,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,95
31d8cce8-b0fc-540f-a977-76c17efb58ab,AUTO-0094,DH0018,2026-03-24,Chú Dụng ,Ức gà ngũ vị,200g,1,200,Ức gà ngũ vị | 200g,TP002,TP002,Ức gà ngũ vị,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,96
13315408-a598-5eff-b114-8e35849b3aa7,AUTO-0095,DH0018,2026-03-24,Chú Dụng ,Ứ́c gà gừng tỏi,183g,1,183,Ứ́c gà gừng tỏi | 183g,TP003,TP003,Ứ́c gà gừng tỏi,1,1,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,97
3bd4c5aa-af55-5411-a409-73ab4d99c39a,AUTO-0096,DH0019,2026-03-24,Chị Thu (Phú Mỹ),Ức gà sả chanh,150g,2,300,Ức gà sả chanh | 150g,TP017,TP017,Ức gà sả chanh,1,2,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,98
0cdb6378-6cf9-5927-a83b-fdcccf715f2f,AUTO-0097,DH0019,2026-03-24,Chị Thu (Phú Mỹ),Ứ́c gà gừng tỏi,150g,2,300,Ứ́c gà gừng tỏi | 150g,TP003,TP003,Ứ́c gà gừng tỏi,1,2,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,99
4e8dd227-4ffb-5d7e-a7ee-9824121a01a4,AUTO-0098,DH0019,2026-03-24,Chị Thu (Phú Mỹ),Nạc heo sả nghệ,150g,2,300,Nạc heo sả nghệ | 150g,TP007,TP007,Nạc heo sả nghệ,1,2,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,100
730c03fb-6e13-54fd-baf9-d61433afd12c,AUTO-0099,DH0019,2026-03-24,Chị Thu (Phú Mỹ),Thăn bò ngũ vị,150g,2,300,Thăn bò ngũ vị | 150g,TP009,TP009,Thăn bò ngũ vị,1,2,phần/gói,,,,,,,,,,CHỌN/TÁCH LÔ,101
